:ID,name,:LABEL,description,node_count,page,relevance_score,semantic_type,source
n_1d6b7b46,Resource Sharing,QualityAttribute,The ability of a distributed system to share hardware and software resources across a network.,,492,0.7,,Software Engineering - Ian Sommerville.pdf
n_97718a1c,Openness,QualityAttribute,The characteristic of distributed systems designed around standard Internet protocols for interoperability.,,492,0.6,,Software Engineering - Ian Sommerville.pdf
n_b9060cb7,Middleware Container,CodeStructure,"A software layer that provides common services to distributed components, facilitating communication and service management.",,500,0.8,,Software Engineering - Ian Sommerville.pdf
n_bc433a6f,Security Services,QualityAttribute,"Attributes that ensure the protection of data and resources in a system, including authentication and authorization.",,500,0.85,,Software Engineering - Ian Sommerville.pdf
n_b7c94ef2,Manageability,QualityAttribute,A quality attribute that refers to how easily a system can be managed and maintained.,,500,0.8,,Software Engineering - Ian Sommerville.pdf
n_05da72a9,Distributed Component Architecture,ArchPattern,"An architectural pattern that organizes a system as a set of interacting components, allowing for flexible service provision and scalability.",,508,0.9,,Software Engineering - Ian Sommerville.pdf
n_21694e96,Client-Server Model,ArchPattern,"An architectural pattern that distinguishes between servers providing services and clients consuming them, often leading to uneven load distribution.",,510,0.9,,Software Engineering - Ian Sommerville.pdf
n_7f995ee1,Size Scalability,QualityAttribute,The capability to add more resources to a system to accommodate increasing numbers of users.,,495,0.8,,Software Engineering - Ian Sommerville.pdf
n_2e25f404,Distribution Scalability,QualityAttribute,The ability to geographically disperse system components without degrading performance.,,495,0.8,,Software Engineering - Ian Sommerville.pdf
n_1cb36bd0,Manageability Scalability,QualityAttribute,"The ease of managing a system as it grows in size and complexity, especially in distributed environments.",,495,0.8,,Software Engineering - Ian Sommerville.pdf
n_70a8cc8d,Security Policy,CodeStructure,A set of guidelines that define the security level to be achieved by a distributed system.,,495,0.7,,Software Engineering - Ian Sommerville.pdf
n_43fbaf06,Encryption Mechanism,CodeStructure,A security mechanism used to enforce the security policy by protecting data confidentiality.,,495,0.7,,Software Engineering - Ian Sommerville.pdf
n_25fa984a,Authentication Mechanism,CodeStructure,A security mechanism that verifies the identity of users or components in a distributed system.,,495,0.7,,Software Engineering - Ian Sommerville.pdf
n_8bc14f0c,Quality of Service,QualityAttribute,"The overall performance level of a service as perceived by users, including reliability and responsiveness.",,493,0.8,,Software Engineering - Ian Sommerville.pdf
n_d1f27c5e,Failure Management,QualityAttribute,"Strategies for detecting, containing, and repairing system failures to minimize impact on users.",,493,0.8,,Software Engineering - Ian Sommerville.pdf
n_87d631fd,Open Distributed Systems,ArchPattern,"Systems designed to allow components from different suppliers to interoperate, adhering to common standards.",,493,0.7,,Software Engineering - Ian Sommerville.pdf
n_ed7a6a6b,Two-tier client-server architecture,ArchPattern,"A basic architectural pattern where the client and server components are separated, with the client handling the presentation and the server managing data and application processing.",,504,0.9,,Software Engineering - Ian Sommerville.pdf
n_61e40398,Thin-client model,ArchPattern,"A variant of the two-tier architecture where the client handles the presentation layer while the server manages all other layers, leading to reduced client management complexity.",,504,0.85,,Software Engineering - Ian Sommerville.pdf
n_fd699666,Fat-client model,ArchPattern,"A variant of the two-tier architecture where the client performs some application processing, utilizing local resources to reduce server load.",,504,0.85,,Software Engineering - Ian Sommerville.pdf
n_461a23a2,Layered application model,ArchPattern,"An architectural style that organizes the application into layers, each with distinct responsibilities, which may be distributed across different machines.",,504,0.8,,Software Engineering - Ian Sommerville.pdf
n_b25c7068,Peer-to-Peer Architecture,ArchPattern,"A decentralized architecture where nodes can act as both clients and servers, allowing for distributed processing and resource sharing.",,510,0.9,,Software Engineering - Ian Sommerville.pdf
n_2cf2b0e4,Voice over IP (VoIP),DesignPattern,A communication pattern that enables voice calls over the internet using peer-to-peer technology.,,510,0.7,,Software Engineering - Ian Sommerville.pdf
n_08061c76,Multi-tenancy,ArchPattern,An architectural pattern that allows multiple users to share the same system while appearing to have their own isolated environment.,,515,0.9,,Software Engineering - Ian Sommerville.pdf
n_57338dc9,Database Extensions,DDDConcept,A concept in Domain-Driven Design where each organization defines how the generic service data model is extended to meet its specific needs.,,515,0.8,,Software Engineering - Ian Sommerville.pdf
n_99ffe35d,Branding,DesignPattern,A design pattern that allows customization of the user interface to reflect the branding of different organizations.,,515,0.7,,Software Engineering - Ian Sommerville.pdf
n_f28470e4,Software as a Service (SaaS),ArchPattern,A software distribution model in which applications are hosted by a service provider and made available to users over the internet.,,513,0.8,,Software Engineering - Ian Sommerville.pdf
n_b84aaecb,Web Service Interface,CodeStructure,"An interface that defines the functionality and parameters of a web service, allowing for platform-independent service interaction.",,522,0.8,,Software Engineering - Ian Sommerville.pdf
n_424c44eb,Service Component,CodeStructure,Reusable components in a service-oriented system that provide specific functionalities and can be integrated into applications.,,522,0.85,,Software Engineering - Ian Sommerville.pdf
n_f214f9b3,Dynamic Service Binding,DesignPrinciple,"A principle that allows applications to delay the binding of services until deployment or execution, enabling adaptability to changes.",,522,0.75,,Software Engineering - Ian Sommerville.pdf
n_be21758d,Opportunistic Service Construction,DesignPrinciple,A principle that allows for the creation of new services by linking existing services in innovative ways.,,522,0.7,,Software Engineering - Ian Sommerville.pdf
n_74de12d2,Transmitter Module,CodeStructure,Handles sending position and information requests to external services.,,524,0.7,,Software Engineering - Ian Sommerville.pdf
n_5a0cd181,Receiver Module,CodeStructure,Receives information streams from external services.,,524,0.7,,Software Engineering - Ian Sommerville.pdf
n_8a4a91cd,Translator Service,CodeStructure,"Translates information into the driver\'s preferred language, showcasing the adaptability of the system.",,524,0.7,,Software Engineering - Ian Sommerville.pdf
n_8dcef3ec,Resource Pooling,DesignPattern,A design pattern that manages resources like database connections in a pool to optimize resource usage and prevent exhaustion.,,517,0.75,,Software Engineering - Ian Sommerville.pdf
n_91d8f4b2,Fine-Grain Locking,DesignPattern,"A design pattern that allows for more granular control over database records, improving concurrency and performance.",,517,0.7,,Software Engineering - Ian Sommerville.pdf
n_7587f57a,Cloud PaaS,ArchPattern,An architectural pattern that utilizes Platform as a Service to automatically scale applications based on demand.,,517,0.8,,Software Engineering - Ian Sommerville.pdf
n_e7f674ee,WSDL,CodeStructure,"A standard for describing the functionality offered by a web service, detailing operations, parameters, and bindings.",,526,0.8,,Software Engineering - Ian Sommerville.pdf
n_45d3314c,UDDI,CodeStructure,A standard for service discovery that allows clients to find and understand the services available in a service-oriented architecture.,,526,0.7,,Software Engineering - Ian Sommerville.pdf
n_3501bb09,XML,CodeStructure,"A markup language used for data exchange, often utilized in interface design for structured data representation.",,248,0.7,,software-architecture-in-practice-4.pdf
n_5c8e07b6,RESTful Model,ArchPattern,An architectural style that uses HTTP requests to access and use data.,,535,0.9,,Software Engineering - Ian Sommerville.pdf
n_ebc93010,Entity-oriented Service,ArchPattern,"A service that is designed around the concept of entities, allowing for better organization and management of data.",,535,0.85,,Software Engineering - Ian Sommerville.pdf
n_971b006d,Catalog Service,DDDConcept,An entity-based service representing a resource in a RESTful architecture.,,540,0.9,,Software Engineering - Ian Sommerville.pdf
n_ded103bb,"Create, Read, Update, Delete (CRUD)",DesignPattern,"A set of operations associated with resources in RESTful architecture, mapping to HTTP methods for resource management.",,530,0.8,,Software Engineering - Ian Sommerville.pdf
n_4ff4d22a,"HTTP Methods (POST, GET, PUT, DELETE)",DesignPattern,"Design patterns that correspond to the CRUD operations in RESTful services, facilitating resource manipulation.",,530,0.8,,Software Engineering - Ian Sommerville.pdf
