id,source,target,relationship_type,properties
rel_010348,Polymorphic Open/Closed Principle,Classes of Objects,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010349,Polymorphic Open/Closed Principle,Classical Inheritance Implementation,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010350,Polymorphic Open/Closed Principle,Client Specific Interfaces,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010351,Polymorphic Open/Closed Principle,Client-Server Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010352,Polymorphic Open/Closed Principle,Coffee Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010353,Polymorphic Open/Closed Principle,Collection Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010354,Polymorphic Open/Closed Principle,Collection Modifier Methods,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010355,Polymorphic Open/Closed Principle,Combine Functions into Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010356,Polymorphic Open/Closed Principle,Command Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010357,Polymorphic Open/Closed Principle,Command Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010358,Polymorphic Open/Closed Principle,Command Line Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010359,Polymorphic Open/Closed Principle,Command-Line Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010360,Polymorphic Open/Closed Principle,Command/Observer Pattern,IS_DEMONSTRATED_BY,"strength: 0.855,
                                   description: ""Reverse: Observer pattern demonstrates OCP"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010361,Polymorphic Open/Closed Principle,Comparable Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
