id:ID,name,label:LABEL,description,source,page:int,relevance_score:float,semantic_type
n_a714224c,endHire(),CodeStructure,Method associated with the Car entity to conclude the hiring process.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.8,concept
n_af14b067,association,DesignPattern,A design pattern that describes the relationship between classes in UML.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.6,concept
n_a5ff356d,multiplicity,DesignPattern,A concept in UML that indicates the number of instances of one class that can be associated with instances of another class.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.7,concept
n_a31b2934,stereotype,DesignPattern,A UML concept that allows the introduction of new modeling elements based on existing ones.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.6,concept
n_6ac1b259,«instantiate»,DesignPattern,A stereotype used to clarify class-instance relationships in UML.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.5,concept
n_14a3ae84,«use»,DesignPattern,A stereotype that indicates a usage relationship between classes.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.5,concept
n_2a1d2029,«create»,DesignPattern,A stereotype that indicates a creation relationship between classes.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.5,concept
n_d6743482,«inherit»,DesignPattern,A stereotype that indicates an inheritance relationship between classes.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.5,concept
n_46f3765f,«aggregate»,DesignPattern,A stereotype that indicates an aggregation relationship between classes.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.5,concept
n_44cbd598,Component Model,ArchPattern,"Defines standards for local and distributed components to interact, facilitating software reuse.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,196,0.9,concept
n_ee6c72c5,CORBA,ArchPattern,"Common Object Request Broker Architecture, a standard for distributed remote-method invocation.",SoftwareArchitectureDesignIlluminated.pdf,116,0.9,concept
n_c4b5c1b2,NAG Library,CodeStructure,A library of mathematical and statistical functions that provides well-defined functionality and interfaces for reuse.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,196,0.8,concept
n_fa15af5b,User Interface Packages,CodeStructure,"Collections of components designed for building user interfaces, facilitating reuse and standardization.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,196,0.75,concept
n_c9e3533e,Component Framework,ArchPattern,"A set of formal definitions for the interfaces between components, establishing protocols for interaction and cooperation.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,201,0.9,concept
n_9155241b,.NET Framework,ArchPattern,A commercial framework by Microsoft that provides a platform for building and running applications.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,201,0.7,concept
n_2a867b5e,Apache Spark,ArchPattern,An open-source framework designed for large-scale data processing and analytics.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,201,0.7,concept
n_eebcf464,J2EE,ArchPattern,A Java-based framework aimed at building enterprise-level applications.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,201,0.7,concept
n_618d5445,Composition Standard,ArchPattern,"Defines how components can be composed to create larger structures, essential for component usability.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,198,0.8,concept
n_dd54aeaa,Well-defined Functionality,QualityAttribute,A characteristic of components that ensures they perform specific tasks effectively.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,198,0.7,concept
n_eab6e117,Plan-Driven Software Design,ArchPattern,"An architectural pattern that emphasizes structured methodologies for software design, focusing on consistency and systematic approaches.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,224,0.9,concept
n_9c0ff543,Declarative Knowledge,DesignPrinciple,A principle that emphasizes the importance of clearly defining tasks and their order in the software design process.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,224,0.7,concept
n_1dc33f4b,Compositional Design,DesignPattern,"A design pattern that emphasizes grouping elements based on criteria such as coupling, relevant to both problem requirements and architectural style.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,224,0.8,concept
n_8ef22cfa,Top-down decomposition,DesignPattern,"A design strategy that breaks down a system into smaller, more manageable components, facilitating easier understanding and implementation.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,218,0.9,concept
n_3c8e5daa,Compositional design strategies,DesignPattern,"Approaches that focus on building systems by composing smaller, reusable components, enhancing modularity and flexibility.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,218,0.85,concept
n_a9e6dec4,SSA/SD,ArchPattern,A structured design method that emphasizes a systematic approach to software architecture and design.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,218,0.8,concept
n_3a5ed314,SSADM,ArchPattern,"Structured Systems Analysis and Design Method, a plan-driven approach to software design.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,235,0.8,concept
n_f811f785,Unified Process (UP),ArchPattern,An iterative and incremental software development process framework that emphasizes the importance of phases and workflows.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,218,0.8,concept
n_e830b3e4,Simulation Package,CodeStructure,"A modular component designed for managing city traffic simulations, encapsulating related functionalities.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,218,0.7,concept
n_2c10282d,Web Services,ArchPattern,"Software services that allow programs to communicate over the web, enabling access to remote resources.",Software Engineering - Ian Sommerville.pdf,520,0.9,concept
n_e6fa7653,SOAP (Simple Object Access Protocol),DesignPattern,"A protocol for exchanging structured information in web services, facilitating communication between applications.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,205,0.85,concept
n_e718e16a,WSDL (Web Services Description Language),CodeStructure,An XML-based language used to describe the functionalities offered by a web service.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,205,0.75,concept
n_68fcd302,Service Integration Layer,CodeStructure,"A layer that facilitates the integration of various services, allowing for dynamic service selection and composition.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,205,0.8,concept
n_2ee18f1f,Demand-led Service Model,ArchPattern,"An architectural model where services are dynamically selected based on user demand, allowing for greater flexibility.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,205,0.8,concept
n_8262b21b,Supply-led Service Model,ArchPattern,"An architectural model where a predetermined set of services is provided by a supplier, limiting flexibility.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,205,0.7,concept
n_e89612fa,Stepwise refinement,DesignPattern,"A design approach that involves breaking down a complex problem into simpler sub-problems, allowing for incremental development and refinement.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,223,0.8,concept
n_52b5e22e,Design Strategies,DesignPattern,"Guidelines and strategies to assist in the software design process, helping to organize design elements.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,212,0.8,concept
n_4a02021b,Process Specification (P-Spec),CodeStructure,"A textual description summarizing the process represented by a bubble in a DFD, detailing input/output data flows and procedural tasks.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,229,0.8,concept
n_0fa2ac01,Plan-Driven Design,ArchPattern,An architectural approach that emphasizes systematic design methods and structured processes.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,227,0.7,concept
n_9ba0f1bd,Structured Systems Analysis/Structured Design (SSA/SD),ArchPattern,An early plan-driven approach to software design that focuses on structured methodologies.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,227,0.65,concept
n_f6ce884a,Interface Model,CodeStructure,"Defines the interactions between the system and external entities, including system operations.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,238,0.85,concept
n_f7e70a8e,Object Interaction Graphs,CodeStructure,Visual representations of how objects interact with each other during system operation.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,238,0.8,concept
n_62d678b5,Message Sequence Diagrams,DesignPattern,Diagrams that model the sequence of messages exchanged between objects in a system.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,238,0.75,concept
