source,target,relationship_type,properties
Pipe and Filter Architecture,Data Stream,CONTAINS,"{description: ""The Pipe and Filter Architecture is built around the concept of data streams that connect various filters and data sources.""}"
Pipe-and-Filter Architectural Style,Call-and-Return Architectural Style,RELATES_TO,"{description: ""Both architectural styles represent different approaches to structuring software systems.""}"
Pipe-and-Filter Pattern,Domain Model,DEPENDS_ON,"{description: ""The pipe-and-filter pattern can utilize a domain model to define the data flowing through the filters.""}"
Pipe-and-Filter Pattern,Filter,CONTAINS,"{description: ""The Pipe-and-Filter pattern consists of filters that perform data processing.""}"
Pipe-and-Filter Pattern,Filter,CONTAINS,"{description: ""The Pipe-and-Filter pattern contains filters that process data.""}"
Pipe-and-Filter Pattern,Pipe,CONTAINS,"{description: ""The Pipe-and-Filter pattern uses pipes to connect filters for data transport.""}"
Pipe-and-Filter Pattern,Quality Attributes,RELATES_TO,"{description: ""The Pipe-and-Filter Pattern promotes reusability and maintainability, contributing to overall software quality.""}"
Pipeline,Redirection,DEPENDS_ON,"{description: ""Pipelines often utilize redirection to control the flow of data between commands.""}"
Pipeline Architecture,Reliability,RELATES_TO,"{description: ""The reliability of pipeline architecture is affected by its monolithic deployment and lack of modularity.""}"
Pipeline Architecture,Scalability,RELATES_TO,"{description: ""Pipeline architecture\'s monolithic nature can limit scalability, affecting overall system performance.""}"
Pipeline Architecture,vtkAlgorithm,CONTAINS,"{description: ""The pipeline architecture includes vtkAlgorithm for processing and transforming data objects.""}"
Pipeline Architecture,vtkDataObject,CONTAINS,"{description: ""The pipeline architecture contains vtkDataObject as a fundamental component for data representation.""}"
Pipeline Architecture,vtkExecutive,CONTAINS,"{description: ""The pipeline architecture utilizes vtkExecutive to manage the execution of the data processing pipeline.""}"
Pipelining Sends,TCP BTL Component,DEPENDS_ON,"{description: ""The pipelining technique is utilized by the TCP BTL component to efficiently send message fragments across multiple modules.""}"
Pipes and Filter Architectural Pattern,Component,CONTAINS,"{description: ""The Pipes and Filter pattern consists of components that process data streams.""}"
Pipes and Filter Architectural Pattern,Extensibility,RELATES_TO,"{description: ""The pattern allows for easy addition of new filters, enhancing extensibility.""}"
Pipes and Filters,Event-Driven Architecture,RELATES_TO,"{description: ""Pipes and Filters can be implemented within an Event-Driven Architecture to manage message processing.""}"
Pizza,ChicagoPizzaStore,DEPENDS_ON,"{description: ""ChicagoPizzaStore creates instances of Pizza, specifically Chicago-style pizzas.""}"
Pizza,Factory Method Pattern,DEPENDS_ON,"{description: ""Concrete pizza classes implement the Pizza abstraction, which is utilized by the Factory Method Pattern.""}"
Pizza,NYPizzaStore,DEPENDS_ON,"{description: ""NYPizzaStore creates instances of Pizza, specifically NY-style pizzas.""}"
Pizza,NYPizzaStore,DEPENDS_ON,"{description: ""The Pizza class serves as a base for all pizza types created by NYPizzaStore.""}"
Pizza Interface,CheesePizza,IMPLEMENTS,"{description: ""CheesePizza is a concrete implementation of the Pizza Interface, providing specific behavior for cheese pizza.""}"
Pizza Interface,GreekPizza,IMPLEMENTS,"{description: ""GreekPizza is a concrete implementation of the Pizza Interface, providing specific behavior for Greek pizza.""}"
Pizza Interface,PepperoniPizza,IMPLEMENTS,"{description: ""PepperoniPizza is a concrete implementation of the Pizza Interface, providing specific behavior for pepperoni pizza.""}"
Pizza Store,Factory Pattern,DEPENDS_ON,"{description: ""The Pizza Store relies on the Factory Pattern to create instances of different pizza types without being tightly coupled to their concrete implementations.""}"
PizzaIngredientFactory,Factory Method,IMPLEMENTS,"{description: ""The PizzaIngredientFactory implements the Factory Method pattern by providing methods to create various pizza ingredients.""}"
PizzaStore,Dependency Inversion Principle,RELATES_TO,"{description: ""PizzaStore should adhere to the Dependency Inversion Principle by depending on abstractions rather than concrete pizza classes.""}"
PizzaStore,Factory Method,IMPLEMENTS,"{description: ""PizzaStore uses the Factory Method pattern to allow subclasses to create specific pizza types.""}"
PizzaStore,Factory Method,IMPLEMENTS,"{description: ""PizzaStore uses the Factory Method pattern to allow subclasses to define how pizzas are created.""}"
PizzaStore,Factory Method,IMPLEMENTS,"{description: ""PizzaStore uses the Factory Method pattern to delegate the creation of Pizza objects to its subclasses.""}"
PizzaStore,Factory Method Pattern,IMPLEMENTS,"{description: ""PizzaStore applies the Factory Method Pattern to create pizza objects without depending on concrete classes.""}"
PizzaStore,Factory Method Pattern,IMPLEMENTS,"{description: ""PizzaStore implements the Factory Method Pattern by defining the createPizza() method.""}"
PizzaStore,Ingredient Factory,DEPENDS_ON,"{description: ""The PizzaStore depends on the Ingredient Factory to create pizzas with specific ingredients.""}"
PizzaStore,SimplePizzaFactory,DEPENDS_ON,"{description: ""PizzaStore depends on SimplePizzaFactory to create pizza instances.""}"
PizzaStore,createPizza,CONTAINS,"{description: ""PizzaStore contains the abstract createPizza method that must be implemented by its subclasses.""}"
Plan-Driven Design,Structured Systems Analysis/Structured Design (SSA/SD),IMPLEMENTS,"{description: ""Plan-driven design methodologies often implement structured systems analysis and design techniques.""}"
Plan-Driven Software Design,Compositional Design,CONTAINS,"{description: ""Compositional design is a key aspect of plan-driven software design, focusing on the grouping of design elements.""}"
Plan-Driven Software Design,Declarative Knowledge,RELATES_TO,"{description: ""Plan-driven methods utilize declarative knowledge to outline the tasks and their sequence in the design process.""}"
Planning Phase,Execution/Implementation Phase,RELATES_TO,"{description: ""The Planning Phase defines the tasks and resources necessary for the Execution/Implementation Phase.""}"
Platform Independent Model (PIM),Scalability,RELATES_TO,"{description: ""PIMs facilitate scalability by abstracting system operations from implementation specifics.""}"
