id,source,target,relationship_type,properties
Load_Balancer|Scalability|RELATES_TO,Load Balancer,Scalability,RELATES_TO,"{description: ""Load balancers contribute to scalability by allowing the addition of more servers to handle increased traffic.""}"
Load_Balancer|Scalability|RELATES_TO,Load Balancer,Scalability,RELATES_TO,"{description: ""Load balancers enhance scalability by allowing systems to handle increased traffic effectively.""}"
Load_Balancer|Scalability|RELATES_TO,Load Balancer,Scalability,RELATES_TO,"{description: ""Load balancers help achieve scalability by distributing traffic across multiple servers.""}"
Load_Balancer|Search_Index|DEPENDS_ON,Load Balancer,Search Index,DEPENDS_ON,"{description: ""The Load Balancer routes requests to the Search Index, ensuring availability and performance.""}"
Load_Balancer|Sticky_Sessions|RELATES_TO,Load Balancer,Sticky Sessions,RELATES_TO,"{description: ""Load balancers can implement sticky sessions to maintain user session consistency across requests.""}"
Load_Balancer_Module|Proxy_Pass_Handler|DEPENDS_ON,Load Balancer Module,Proxy Pass Handler,DEPENDS_ON,"{description: ""The Load Balancer Module relies on the Proxy Pass Handler to route requests to upstream servers.""}"
Load_Balancer_Module|Upstream_Server|RELATES_TO,Load Balancer Module,Upstream Server,RELATES_TO,"{description: ""The load balancer module routes requests to the upstream server based on load balancing algorithms.""}"
Load_Balancing|High_Concurrency|IMPLEMENTS,Load Balancing,High Concurrency,IMPLEMENTS,"{description: ""Load balancing techniques are used to manage high concurrency by distributing user requests across multiple servers.""}"
Load_Balancing|Memcached|DEPENDS_ON,Load Balancing,Memcached,DEPENDS_ON,"{description: ""Load balancing relies on memcached to manage session data across multiple servers.""}"
Load_Balancing|Memcached|RELATES_TO,Load Balancing,Memcached,RELATES_TO,"{description: ""Load Balancing relates to Memcached as it allows session data to work transparently across multiple servers.""}"
Load_Balancing|Memcached|RELATES_TO,Load Balancing,Memcached,RELATES_TO,"{description: ""Load balancing is used in conjunction with Memcached to manage session data across multiple servers.""}"
Load_Testing|Stress_Testing|RELATES_TO,Load Testing,Stress Testing,RELATES_TO,"{description: ""Load testing and stress testing are both focused on evaluating system behavior under varying conditions.""}"
Load-Balanced_Setup|Moodle|PART_OF,Load-Balanced Setup,Moodle,PART_OF,"{description: ""A load-balanced setup can be part of the architecture for deploying Moodle across multiple servers.""}"
Load-Balancing_System|Scalability|RELATES_TO,Load-Balancing System,Scalability,RELATES_TO,"{description: ""The load-balancing system enhances scalability by dynamically allocating resources as load increases.""}"
LoadCustomerAggregateById|Event_Store|DEPENDS_ON,LoadCustomerAggregateById,Event Store,DEPENDS_ON,"{description: ""The method uses the Event Store to load the event stream for the customer aggregate.""}"
LoadCustomerAggregateById|IEventStore|DEPENDS_ON,LoadCustomerAggregateById,IEventStore,DEPENDS_ON,"{description: ""The LoadCustomerAggregateById method depends on the IEventStore to load event streams.""}"
LoadCustomerAggregateById|ISnapshotRepository|DEPENDS_ON,LoadCustomerAggregateById,ISnapshotRepository,DEPENDS_ON,"{description: ""The method relies on the ISnapshotRepository to retrieve the latest snapshot of the customer aggregate.""}"
LoaderStrategy|Eager_Loading|RELATES_TO,LoaderStrategy,Eager Loading,RELATES_TO,"{description: ""LoaderStrategy defines how data is loaded, including strategies like eager loading.""}"
LoaderStrategy|Eager_Loading|RELATES_TO,LoaderStrategy,Eager Loading,RELATES_TO,"{description: ""LoaderStrategy is used in conjunction with Eager Loading to optimize data retrieval.""}"
LoaderStrategy|InstrumentedAttribute|RELATES_TO,LoaderStrategy,InstrumentedAttribute,RELATES_TO,"{description: ""LoaderStrategy determines how InstrumentedAttribute data is loaded, affecting performance and behavior.""}"
LoaderStrategy|Mapper|DEPENDS_ON,LoaderStrategy,Mapper,DEPENDS_ON,"{description: ""LoaderStrategy determines the loading behavior of attributes defined in the Mapper.""}"
LoaderStrategy|RelationshipProperty|RELATES_TO,LoaderStrategy,RelationshipProperty,RELATES_TO,"{description: ""LoaderStrategy uses RelationshipProperty to manage data relationships during loading.""}"
Loan_Entity|Entity|IMPLEMENTS,Loan Entity,Entity,IMPLEMENTS,"{description: ""The Loan Entity is a specific implementation of the general concept of an Entity, encapsulating loan-related business rules.""}"
Loan_Entity|Entity|PART_OF,Loan Entity,Entity,PART_OF,"{description: ""The Loan Entity is a specific implementation of the general concept of an Entity, encapsulating loan-related business rules.""}"
Local_Process|Dynamic_Polymorphism|DEPENDS_ON,Local Process,Dynamic Polymorphism,DEPENDS_ON,"{description: ""Local processes benefit from dynamic polymorphism for managing dependencies and promoting decoupling.""}"
Local_Process|Dynamically_Linked_Deployment_Components|RELATES_TO,Local Process,Dynamically Linked Deployment Components,RELATES_TO,"{description: ""Local processes may utilize dynamically linked components to share functionality and reduce redundancy.""}"
Local_Process|Monolithic_Process|RELATES_TO,Local Process,Monolithic Process,RELATES_TO,"{description: ""Local processes can be implemented as monolithic processes, where all components are compiled together.""}"
LocalStorage_API|WebDriver|RELATES_TO,LocalStorage API,WebDriver,RELATES_TO,"{description: ""The LocalStorage API is relevant to WebDriver as it requires a sympathetic design for JavaScript implementations.""}"
Localization_Repack|Concurrent_Jobs|RELATES_TO,Localization Repack,Concurrent Jobs,RELATES_TO,"{description: ""The localization repack process is optimized by using concurrent jobs to reduce overall processing time.""}"
Lock_Manager|Conflict_Matrix|CONTAINS,Lock Manager,Conflict Matrix,CONTAINS,"{description: ""The Lock Manager contains the Conflict Matrix, which defines how different lock types interact.""}"
LockCustomerCommand|CustomerApplicationService|DEPENDS_ON,LockCustomerCommand,CustomerApplicationService,DEPENDS_ON,"{description: ""The LockCustomerCommand is processed by the CustomerApplicationService to execute the locking operation.""}"
LockCustomerCommand|CustomerApplicationService|DEPENDS_ON,LockCustomerCommand,CustomerApplicationService,DEPENDS_ON,"{description: ""The LockCustomerCommand is processed by the CustomerApplicationService.""}"
LockForAccountOverdraft|Aggregate|IMPLEMENTS,LockForAccountOverdraft,Aggregate,IMPLEMENTS,"{description: ""The method LockForAccountOverdraft implements a specific operation on the Aggregate.""}"
LockForAccountOverdraft|Aggregate|IMPLEMENTS,LockForAccountOverdraft,Aggregate,IMPLEMENTS,"{description: ""The method LockForAccountOverdraft modifies the state of the Aggregate.""}"
Locks|Race_Condition|IMPLEMENTS,Locks,Race Condition,IMPLEMENTS,"{description: ""Locks are used to prevent race conditions by ensuring that only one thread can access shared state at a time.""}"
Log_Management|Performance|RELATES_TO,Log Management,Performance,RELATES_TO,"{description: ""The efficiency of Log Management directly impacts the Performance of transactional applications.""}"
Log_Management|Transactional_Log|IMPLEMENTS,Log Management,Transactional Log,IMPLEMENTS,"{description: ""Log Management implements the structure and retrieval mechanisms necessary for a Transactional Log.""}"
Log_Module|Cursor-based_API|IMPLEMENTS,Log Module,Cursor-based API,IMPLEMENTS,"{description: ""The log module now utilizes a cursor-based API for improved data handling.""}"
Log-Structured_Merge_Tree|Log-Structured_Hash_Table|RELATES_TO,Log-Structured Merge Tree,Log-Structured Hash Table,RELATES_TO,"{description: ""Both are architectural patterns that utilize log structures for efficient data management in NoSQL systems.""}"
LogOn_Function|Modem_Interface|DEPENDS_ON,LogOn Function,Modem Interface,DEPENDS_ON,"{description: ""The LogOn function relies on the Modem interface to operate, demonstrating the principle of programming to an interface.""}"
LogOn_Function|Open/Closed_Principle_(OCP)|IMPLEMENTS,LogOn Function,Open/Closed Principle (OCP),IMPLEMENTS,"{description: ""The LogOn function exemplifies the Open/Closed Principle by allowing new modem types to be added without modifying existing code.""}"
Logging|Exception_Management_Strategy|RELATES_TO,Logging,Exception Management Strategy,RELATES_TO,"{description: ""Logging is an integral part of the exception management strategy, providing insights into application behavior during exceptions.""}"
Logging_Consolidation_Tools|Layered_Architecture|PART_OF,Logging Consolidation Tools,Layered Architecture,PART_OF,"{description: ""Logging consolidation tools can be integrated into layered architectures to enhance monitoring and debugging.""}"
Logging_Mechanism|Fault_Tolerance|IMPLEMENTS,Logging Mechanism,Fault Tolerance,IMPLEMENTS,"{description: ""The logging mechanism supports fault tolerance by recording faults for analysis.""}"
Logging_Methods|Special-General_Mixture|RELATES_TO,Logging Methods,Special-General Mixture,RELATES_TO,"{description: ""Logging Methods exemplify the Special-General Mixture by being overly complex and dependent on their context.""}"
LoggingAccountService|Decorator_Pattern|RELATES_TO,LoggingAccountService,Decorator Pattern,RELATES_TO,"{description: ""LoggingAccountService is an example of the Decorator Pattern, adding logging behavior to an account service.""}"
Logical_Architecture|Components_and_Interfaces|CONTAINS,Logical Architecture,Components and Interfaces,CONTAINS,"{description: ""Logical architecture includes the decomposition of software into components and their interfaces.""}"
Logical_Cohesion|Coincidental_Cohesion|RELATES_TO,Logical Cohesion,Coincidental Cohesion,RELATES_TO,"{description: ""Both represent different levels of cohesion within modules, with logical cohesion being more structured than coincidental cohesion.""}"
Logical_Components|Physical_Components|RELATES_TO,Logical Components,Physical Components,RELATES_TO,"{description: ""Logical components are related to physical components as they represent different perspectives in UML.""}"
Logical_Grouping_of_UI_Elements|User_Interface_Layout|RELATES_TO,Logical Grouping of UI Elements,User Interface Layout,RELATES_TO,"{description: ""Logical grouping of UI elements is a key aspect of user interface layout design.""}"
